"","ACTIVITY","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","Y0","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Z0","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","XAVG","YAVG","ZAVG","XPEAK","YPEAK","ZPEAK","XABSOLDEV","YABSOLDEV","ZABSOLDEV","XSTANDDEV","YSTANDDEV","ZSTANDDEV","XVAR","YVAR","ZVAR"
"73","walking",0.23,0.18,0.155,0.275,0.105,0.04,0.01,0.005,0,0,0,0,0.03,0.22,0.105,0.135,0.175,0.18,0.03,0.125,0.305,0.21,0.22,0.115,0.055,0.03,0,0.015,0.025,0.025,1.07136,9.97917,0.444678,39,35.0909,36.1111,3.60013,4.29836,4.47676,0.306536,0.36236,0.439818,0.553657,0.601964,0.663188
"74","walking",0.21,0.175,0.195,0.295,0.05,0.03,0.025,0.02,0,0,0,0,0.03,0.22,0.055,0.19,0.22,0.14,0.035,0.11,0.285,0.215,0.21,0.175,0.04,0.025,0.01,0.02,0.015,0.005,1.04209,9.94754,0.133073,40,36.3462,32.7119,3.62154,4.11266,4.02026,0.327025,0.353408,0.385723,0.571861,0.594481,0.621066
"75","walking",0.215,0.185,0.23,0.235,0.065,0.04,0.02,0.01,0,0,0,0.005,0.03,0.205,0.14,0.125,0.22,0.125,0.03,0.12,0.285,0.225,0.205,0.145,0.07,0.025,0.02,0.005,0.015,0.005,0.804161,9.85218,0.217465,41.0638,37.2549,35,3.59191,4.28164,3.92359,0.332601,0.364074,0.374275,0.576715,0.603386,0.61178
"76","walking",0.25,0.17,0.185,0.26,0.075,0.035,0.025,0,0,0,0,0,0.045,0.19,0.085,0.18,0.21,0.115,0.065,0.11,0.24,0.285,0.185,0.135,0.065,0.045,0.005,0.02,0.005,0.015,0.822714,9.95146,0.364215,33.75,37.2549,36.0377,3.42999,4.20628,4.07343,0.298395,0.364416,0.397775,0.546256,0.603669,0.630694
"77","walking",0.235,0.145,0.24,0.265,0.07,0.02,0.025,0,0,0,0,0,0.035,0.13,0.155,0.195,0.215,0.125,0.035,0.11,0.225,0.27,0.205,0.18,0.05,0.015,0.015,0.015,0.005,0.02,0.850268,9.90741,0.492038,34.8214,34.1071,34.8214,3.28591,3.90807,3.83186,0.291568,0.343343,0.381854,0.539971,0.585955,0.617943
"78","walking",0.25,0.135,0.205,0.255,0.08,0.03,0.03,0.015,0,0,0,0,0.025,0.165,0.13,0.215,0.2,0.125,0.045,0.095,0.25,0.26,0.19,0.135,0.08,0.04,0.02,0.005,0.01,0.01,0.982966,9.91288,0.457909,34.7273,31.2903,39.5833,3.79559,3.84338,4.03505,0.344526,0.337147,0.385246,0.586963,0.580643,0.620682
"79","walking",0.025,0.18,0.42,0.33,0.035,0.01,0,0,0,0,0.005,0,0.015,0.08,0.15,0.345,0.165,0.17,0.07,0,0.06,0.395,0.41,0.12,0.015,0,0,0,0,0,1.71469,9.57251,0.266558,35,47.0732,39.7872,1.61011,2.90593,1.45106,0.149224,0.253578,0.141632,0.386295,0.503565,0.37634
"80","walking",0.015,0.21,0.525,0.21,0.035,0.005,0,0,0,0,0,0.005,0,0.06,0.145,0.375,0.21,0.115,0.08,0.01,0.09,0.545,0.26,0.09,0.015,0,0,0,0,0,1.35842,9.81026,-0.201653,32.7586,47.75,37.8846,1.48305,2.58385,1.3821,0.134406,0.231217,0.13412,0.366615,0.48085,0.366224
"81","walking",0.025,0.245,0.545,0.17,0.01,0.005,0,0,0,0,0,0,0,0.055,0.15,0.41,0.205,0.125,0.05,0.005,0.085,0.495,0.295,0.11,0.015,0,0,0,0,0,1.07612,9.73967,-0.0346255,35.6604,42.7273,41.0638,1.47953,2.3469,1.51073,0.128642,0.211663,0.139237,0.358667,0.460068,0.373145
"82","walking",0.015,0.265,0.56,0.155,0.005,0,0,0,0,0,0,0,0,0.025,0.155,0.44,0.23,0.13,0.015,0.005,0.075,0.5,0.315,0.105,0.005,0,0,0,0,0,0.942908,9.72868,-0.141044,38.8,42.6087,41.9149,1.35026,2.0098,1.48494,0.120103,0.182585,0.132829,0.346559,0.427299,0.364458
"83","walking",0.07,0.345,0.46,0.105,0.015,0.005,0,0,0,0,0.005,0.005,0,0.065,0.14,0.35,0.25,0.13,0.04,0.015,0.1,0.445,0.355,0.095,0.005,0,0,0,0,0,0.410646,9.80623,-0.112431,34.6429,42.3913,38.9583,1.62392,2.58037,1.44703,0.149062,0.24161,0.134183,0.386085,0.491539,0.36631
"84","walking",0.095,0.37,0.43,0.095,0.01,0,0,0,0,0,0,0,0.005,0.075,0.13,0.3,0.27,0.17,0.045,0.005,0.1,0.505,0.275,0.095,0.02,0.005,0,0,0,0,0.205089,9.94904,-0.0745857,37.0588,44.6341,35.1786,1.62393,2.53643,1.5631,0.136659,0.22353,0.146591,0.369675,0.472789,0.382873
"85","walking",0.085,0.425,0.425,0.055,0.01,0,0,0,0,0,0,0,0.015,0.08,0.125,0.3,0.2,0.205,0.065,0.01,0.105,0.52,0.235,0.1,0.04,0,0,0,0,0,-0.119628,10.0214,-0.0606784,33.2759,36.8627,35.8491,1.56832,2.98686,1.67789,0.135249,0.25691,0.160593,0.367762,0.506863,0.400741
"86","walking",0.125,0.365,0.43,0.07,0.005,0,0.005,0,0,0,0,0,0.02,0.105,0.09,0.335,0.18,0.16,0.1,0.01,0.075,0.575,0.225,0.105,0.02,0,0,0,0,0,-0.199602,9.90272,-0.205589,31.8333,41.3043,37.3077,1.64686,3.03463,1.46941,0.1552,0.267217,0.145023,0.393954,0.51693,0.380819
"87","walking",0.145,0.42,0.39,0.045,0,0,0,0,0,0,0,0,0.02,0.09,0.12,0.33,0.2,0.16,0.055,0.025,0.07,0.51,0.305,0.1,0.015,0,0,0,0,0,-0.503328,9.75872,-0.0961252,37.6471,43.6364,38.7755,1.62255,2.85852,1.48218,0.142046,0.258402,0.143977,0.37689,0.508333,0.379443
"88","walking",0.105,0.49,0.37,0.03,0.005,0,0,0,0,0,0.005,0,0.005,0.05,0.11,0.42,0.21,0.175,0.015,0.01,0.095,0.535,0.27,0.085,0.015,0,0,0,0,0,-0.324951,9.78653,-0.311141,34.1818,42.6667,41.0638,1.31428,2.25331,1.48537,0.120474,0.213489,0.14789,0.347093,0.462049,0.384565
"89","walking",0.13,0.355,0.425,0.08,0.005,0,0,0.005,0,0,0,0,0,0.1,0.105,0.36,0.17,0.18,0.08,0.005,0.12,0.5,0.275,0.085,0.02,0,0,0,0,0,-0.0993152,9.94063,-0.194634,32.8814,40.2083,35.8182,1.7513,2.83568,1.58605,0.164971,0.2498,0.151648,0.406166,0.4998,0.38942
"90","walking",0.145,0.34,0.44,0.065,0.005,0.005,0,0,0,0,0.005,0,0.035,0.105,0.1,0.29,0.18,0.22,0.05,0.015,0.12,0.545,0.235,0.055,0.045,0,0,0,0,0,-0.215248,9.80887,-0.328353,34.0351,42.8889,36.7925,1.64859,3.229,1.62536,0.146573,0.279196,0.162636,0.382848,0.52839,0.403281
"91","walking",0.15,0.39,0.37,0.08,0.01,0,0,0,0,0,0.005,0,0.03,0.12,0.105,0.29,0.165,0.17,0.09,0.025,0.11,0.535,0.27,0.055,0.03,0,0,0,0,0,-0.316299,9.77962,-0.295285,31.129,39.7917,34.0351,1.78175,3.42003,1.58163,0.158792,0.298983,0.158463,0.398488,0.546793,0.398075
"92","walking",0.155,0.355,0.42,0.07,0,0,0,0,0,0,0,0,0.025,0.115,0.065,0.325,0.185,0.175,0.095,0.015,0.075,0.615,0.185,0.09,0.035,0,0,0,0,0,-0.211478,9.99135,-0.183207,35.2727,44.0476,34.2105,1.70498,3.21877,1.53731,0.14575,0.276997,0.154739,0.381772,0.526305,0.393369
"93","walking",0.19,0.36,0.385,0.05,0.01,0,0.005,0,0,0,0,0.01,0.05,0.11,0.115,0.26,0.145,0.185,0.095,0.03,0.145,0.52,0.205,0.09,0.04,0,0,0,0,0,-0.493243,9.73931,-0.404763,33.8596,39.1837,35.7692,1.84174,3.5813,1.80192,0.169332,0.308871,0.182356,0.4115,0.555762,0.427032
"94","walking",0.15,0.405,0.375,0.06,0,0.01,0,0,0,0,0,0,0.045,0.12,0.1,0.29,0.14,0.2,0.08,0.025,0.115,0.59,0.185,0.075,0.035,0,0,0,0,0,-0.40169,9.73661,-0.396338,31.6393,41.9149,35.9259,1.68372,3.47806,1.68333,0.153231,0.299828,0.17268,0.391447,0.547566,0.415548
"95","walking",0.135,0.435,0.37,0.055,0.005,0,0,0,0,0,0,0,0.025,0.125,0.11,0.29,0.16,0.205,0.06,0.025,0.13,0.545,0.205,0.08,0.04,0,0,0,0,0,-0.465714,9.82002,-0.334573,36.2264,37.0588,35.4717,1.62159,3.25927,1.63544,0.149133,0.284371,0.163751,0.386177,0.533264,0.404661
"96","walking",0.39,0.425,0.13,0.025,0.03,0,0,0,0,0,0,0,0.03,0.125,0.135,0.31,0.16,0.185,0.005,0.05,0.11,0.45,0.2,0.13,0.09,0.005,0.01,0.005,0,0,-1.71539,9.40688,0.534027,42.5581,36.8627,33.0508,1.95777,3.08297,2.6236,0.200582,0.282224,0.239987,0.447864,0.531247,0.489884
"97","walking",0.335,0.46,0.13,0.015,0.05,0.01,0,0,0,0,0,0,0.02,0.15,0.135,0.285,0.155,0.19,0.01,0.055,0.1,0.445,0.185,0.165,0.07,0.02,0.015,0,0,0,-1.4519,9.45543,0.720026,41.087,38.6,32.3333,2.09921,3.3068,2.64337,0.228967,0.293349,0.232449,0.478505,0.541617,0.48213
"98","walking",0.28,0.47,0.18,0.025,0.045,0,0,0,0,0,0,0,0.015,0.15,0.13,0.305,0.155,0.175,0.03,0.04,0.14,0.375,0.22,0.13,0.09,0.035,0.01,0,0,0,-1.24427,9.42653,0.811718,37.6471,34.2105,32.5862,1.82219,3.14972,2.73569,0.188826,0.284454,0.240529,0.434541,0.533342,0.490437
"99","walking",0.255,0.455,0.215,0.04,0.03,0.005,0,0,0,0,0,0,0.02,0.14,0.175,0.235,0.195,0.165,0.015,0.055,0.125,0.36,0.265,0.11,0.09,0.035,0.005,0.01,0,0,-1.02534,9.50109,0.814663,37.5,40.6383,32.2034,1.90783,3.37684,2.77457,0.188726,0.296084,0.250843,0.434426,0.544136,0.500842
"100","walking",0.245,0.475,0.21,0.035,0.025,0.01,0,0,0,0,0,0,0.04,0.135,0.16,0.235,0.19,0.155,0.02,0.065,0.18,0.325,0.23,0.155,0.045,0.045,0.02,0,0,0,-1.0794,9.48149,0.536532,33.4483,38.6,34.2105,1.89286,3.48455,2.93044,0.203227,0.309691,0.272756,0.450807,0.556499,0.52226
"101","walking",0.225,0.47,0.235,0.015,0.035,0.02,0,0,0,0,0,0,0.035,0.1,0.165,0.24,0.23,0.17,0.02,0.04,0.13,0.415,0.22,0.105,0.085,0.035,0.005,0.005,0,0,-0.913181,9.56741,0.626284,37.6471,35.3704,31.9672,2.00728,3.17054,2.73036,0.207329,0.280316,0.247561,0.455334,0.529448,0.497555
"102","walking",0.175,0.5,0.265,0.02,0.035,0.005,0,0,0,0,0.005,0,0.005,0.155,0.17,0.235,0.185,0.165,0.02,0.06,0.14,0.385,0.25,0.09,0.075,0.035,0.015,0.01,0,0,-0.830968,9.49972,0.699277,41.3043,39.3878,32.8333,1.78791,3.35874,2.75983,0.179297,0.298537,0.259655,0.423435,0.546385,0.509564
"103","walking",0.125,0.545,0.22,0.08,0.015,0.01,0.005,0,0,0,0,0.005,0.005,0.135,0.165,0.3,0.15,0.16,0.03,0.05,0.155,0.355,0.245,0.13,0.06,0.025,0.02,0.01,0,0,-0.407927,9.47694,0.71018,35.9259,37.1698,32.2034,1.75938,3.17157,2.71119,0.178031,0.287703,0.251061,0.421937,0.53638,0.50106
"104","walking",0.155,0.49,0.28,0.02,0.035,0.02,0,0,0,0,0,0,0.025,0.125,0.12,0.32,0.18,0.16,0.035,0.035,0.17,0.35,0.2,0.13,0.08,0.04,0.025,0.005,0,0,-0.427655,9.48682,0.732979,41.5217,37.0588,32.3729,1.82213,3.07739,2.9707,0.183461,0.278045,0.271572,0.428323,0.527299,0.521126
"105","walking",0.175,0.445,0.26,0.075,0.005,0.04,0,0,0,0,0,0,0.015,0.15,0.16,0.265,0.145,0.18,0.035,0.05,0.17,0.355,0.245,0.115,0.055,0.02,0.02,0.02,0,0,-0.374675,9.50728,0.613751,35.4545,37,33.0508,2.10311,3.39457,2.88192,0.215751,0.299823,0.27366,0.46449,0.547561,0.523125
"106","walking",0.13,0.47,0.32,0.055,0.02,0.005,0,0,0,0,0,0,0.02,0.115,0.16,0.29,0.21,0.14,0.025,0.04,0.18,0.295,0.295,0.11,0.06,0.035,0.015,0.01,0,0,-0.430346,9.45831,0.666773,33.1579,39.3878,33.2759,1.64806,2.96058,2.81569,0.162984,0.272492,0.263121,0.403713,0.522008,0.512954
"107","walking",0.13,0.47,0.31,0.035,0.025,0.03,0,0,0,0,0,0,0.01,0.15,0.125,0.27,0.21,0.145,0.04,0.05,0.15,0.36,0.245,0.13,0.06,0.04,0.015,0,0,0,-0.228745,9.60592,0.568464,34.9091,44.0909,33.7931,1.76895,3.26603,2.65618,0.18367,0.292,0.249351,0.428567,0.54037,0.499351
"108","walking",0.145,0.465,0.305,0.03,0.05,0.005,0,0,0,0,0,0,0.005,0.135,0.16,0.305,0.155,0.165,0.015,0.06,0.17,0.325,0.255,0.135,0.05,0.035,0.015,0.015,0,0,-0.255294,9.59032,0.813322,32.1311,36.2963,32.931,1.78858,3.1114,2.78723,0.180482,0.282608,0.261081,0.424832,0.531609,0.510961
"109","walking",0.135,0.43,0.345,0.05,0.02,0.015,0.005,0,0,0,0,0,0.01,0.14,0.155,0.275,0.175,0.145,0.055,0.045,0.19,0.35,0.195,0.135,0.045,0.07,0.01,0.005,0,0,-0.244882,9.53456,0.642729,36.4151,37.5,35,1.84316,3.2841,2.93501,0.181821,0.292657,0.262261,0.426404,0.540978,0.512114
"110","walking",0.125,0.43,0.355,0.035,0.015,0.04,0,0,0,0,0,0,0.015,0.15,0.15,0.255,0.185,0.17,0.02,0.055,0.145,0.36,0.225,0.15,0.06,0.025,0.03,0.005,0,0,-0.10946,9.56997,0.704356,35.5556,38.7755,34.2105,1.87804,3.29391,2.83548,0.191252,0.293465,0.266623,0.437324,0.541724,0.516355
"111","walking",0.09,0.495,0.34,0.015,0.015,0.045,0,0,0,0,0,0,0.01,0.145,0.15,0.295,0.115,0.21,0.015,0.06,0.15,0.33,0.28,0.115,0.085,0.025,0.015,0,0,0,-0.119297,9.58156,0.75186,32.1667,35.0909,33.9286,1.73149,3.36058,2.68501,0.18995,0.295603,0.242703,0.435833,0.543694,0.492649
"112","walking",0.125,0.505,0.275,0.05,0.025,0.02,0,0,0,0,0,0,0.005,0.13,0.155,0.305,0.155,0.17,0.03,0.05,0.18,0.305,0.255,0.135,0.055,0.035,0.02,0.01,0.005,0,-0.2642,9.61001,0.789754,36.7925,38.8,33.9655,1.78257,3.14701,2.89576,0.177112,0.28186,0.272065,0.420847,0.530905,0.521598
"113","walking",0.125,0.455,0.325,0.04,0.03,0.025,0,0,0,0,0,0,0.01,0.115,0.17,0.29,0.175,0.16,0.02,0.06,0.16,0.365,0.215,0.135,0.065,0.025,0.015,0.02,0,0,-0.287834,9.61476,0.645869,29.3846,40.8333,33.6842,1.92076,3.21677,2.98723,0.197869,0.292964,0.282297,0.444825,0.541262,0.531316
"114","walking",0.085,0.495,0.345,0.03,0.005,0.04,0,0,0,0,0,0,0.01,0.145,0.16,0.29,0.155,0.15,0.045,0.045,0.16,0.36,0.255,0.105,0.07,0.015,0.03,0,0.005,0,-0.146016,9.53395,0.622669,30.7937,40.4444,32.2034,1.82747,3.17109,2.82307,0.185487,0.285936,0.264841,0.430681,0.534729,0.514627
"115","walking",0.095,0.525,0.29,0.035,0.045,0.01,0,0,0,0,0,0,0.005,0.145,0.15,0.28,0.195,0.155,0.02,0.05,0.175,0.315,0.265,0.15,0.04,0.025,0.015,0.015,0,0,-0.210322,9.53198,0.585786,31.4516,39.5833,34.386,1.81939,3.16421,2.73548,0.179874,0.286913,0.260616,0.424116,0.535643,0.510506
"116","walking",0.11,0.415,0.37,0.045,0.04,0.02,0,0,0,0,0,0,0.005,0.14,0.13,0.305,0.19,0.135,0.045,0.05,0.155,0.37,0.265,0.095,0.06,0.025,0.025,0.005,0,0,0.0382115,9.69653,0.68628,33.9655,34.9091,32.8814,1.78757,3.15245,2.627,0.179507,0.285984,0.248857,0.423683,0.534775,0.498855
"117","walking",0.13,0.425,0.355,0.03,0.04,0.02,0,0,0,0,0,0,0.01,0.12,0.15,0.3,0.19,0.145,0.035,0.05,0.115,0.365,0.27,0.13,0.075,0.025,0.015,0.005,0,0,-0.0571496,9.62516,0.781566,33.9286,35.5556,32.3333,1.75582,3.09361,2.68014,0.178867,0.280831,0.247376,0.422926,0.529935,0.497369
"118","walking",1,0,0,0,0,0,0,0,0,0,0.635,0.29,0.065,0.01,0,0,0,0,0,0,0.17,0.545,0.17,0.085,0.025,0.005,0,0,0,0,-9.34002,-3.27926,-0.650005,38.6275,36.9231,40.4167,2.40988,1.80406,1.7142,0.222963,0.165124,0.163652,0.472189,0.406354,0.40454
"119","walking",1,0,0,0,0,0,0,0,0,0,0.63,0.31,0.06,0,0,0,0,0,0,0,0.05,0.505,0.275,0.14,0.025,0.005,0,0,0,0,-9.43525,-3.08543,0.191597,44.8837,36.6038,40.625,2.23837,1.45704,1.67958,0.193578,0.128893,0.151462,0.439975,0.359017,0.389181
"120","walking",0.995,0.005,0,0,0,0,0,0,0,0,0.69,0.28,0.03,0,0,0,0,0,0,0,0.05,0.535,0.305,0.085,0.025,0,0,0,0,0,-9.40151,-3.19763,-0.0651112,40,38.2353,37.8846,2.03384,1.34099,1.54358,0.18335,0.118636,0.135922,0.428194,0.344435,0.368675
"121","walking",1,0,0,0,0,0,0,0,0,0,0.7,0.27,0.03,0,0,0,0,0,0,0,0.015,0.565,0.31,0.1,0.005,0.005,0,0,0,0,-9.389,-3.18601,-0.0334602,39.3878,35.8491,36.6038,1.77278,1.24453,1.39205,0.162221,0.111081,0.125015,0.402766,0.333288,0.353575
"122","walking",1,0,0,0,0,0,0,0,0,0,0.66,0.32,0.02,0,0,0,0,0,0,0,0.045,0.545,0.305,0.095,0.01,0,0,0,0,0,-9.39664,-3.26678,-0.0338891,40,36.4151,37.0588,1.98744,1.38633,1.44612,0.175799,0.120134,0.127265,0.419284,0.346603,0.356742
"123","walking",1,0,0,0,0,0,0,0,0,0,0.64,0.355,0.005,0,0,0,0,0,0,0,0.035,0.57,0.26,0.13,0.005,0,0,0,0,0,-9.40455,-3.11196,-0.0721312,38.4314,37.7551,40.4255,1.84756,1.32427,1.46255,0.163857,0.111565,0.128313,0.404792,0.334013,0.358208
"124","walking",0.995,0.005,0,0,0,0,0,0,0,0,0.65,0.325,0.025,0,0,0,0,0,0,0,0.035,0.59,0.265,0.105,0.005,0,0,0,0,0,-9.40154,-3.17866,-0.0983556,33.0508,36.9231,38.2,1.69353,1.38443,1.40683,0.156565,0.117368,0.124473,0.395683,0.34259,0.352807
"125","walking",1,0,0,0,0,0,0,0,0,0,0.66,0.305,0.03,0.005,0,0,0,0,0,0,0.03,0.61,0.245,0.115,0,0,0,0,0,0,-9.46117,-3.11541,-0.0880843,39,38.2353,41.7778,1.7724,1.38252,1.41318,0.157628,0.122024,0.124736,0.397024,0.34932,0.35318
"126","walking",1,0,0,0,0,0,0,0,0,0,0.665,0.295,0.04,0,0,0,0,0,0,0,0.03,0.55,0.31,0.095,0.015,0,0,0,0,0,-9.42877,-3.11223,0.0104881,37.2549,37.451,34.5455,1.78665,1.30742,1.46944,0.158025,0.11343,0.126786,0.397524,0.336794,0.35607
"127","walking",1,0,0,0,0,0,0,0,0,0,0.65,0.3,0.05,0,0,0,0,0,0,0,0.075,0.55,0.28,0.085,0.01,0,0,0,0,0,-9.34375,-3.24399,-0.271353,38.7755,38.4,37.9592,1.83049,1.53013,1.50907,0.168134,0.132818,0.133046,0.410042,0.364442,0.364754
"128","walking",0.995,0.005,0,0,0,0,0,0,0,0,0.615,0.33,0.055,0,0,0,0,0,0,0,0.095,0.51,0.245,0.13,0.02,0,0,0,0,0,-9.40013,-3.2121,-0.161907,40,37.2549,36.5385,2.30032,1.66005,1.71827,0.205818,0.14051,0.151261,0.453671,0.374847,0.388923
"129","walking",1,0,0,0,0,0,0,0,0,0,0.66,0.32,0.02,0,0,0,0,0,0,0,0.07,0.565,0.27,0.095,0,0,0,0,0,0,-9.41044,-3.32929,-0.432173,43.3333,37.8431,40,1.96453,1.4997,1.42239,0.17822,0.127197,0.124811,0.422161,0.356647,0.353286
"130","walking",1,0,0,0,0,0,0,0,0,0,0.66,0.29,0.045,0.005,0,0,0,0,0,0,0.075,0.575,0.24,0.1,0.01,0,0,0,0,0,-9.31436,-3.29985,-0.369382,41.3333,39.7917,39.5833,1.86283,1.54551,1.48781,0.165187,0.13591,0.134873,0.406432,0.368659,0.36725
"131","walking",0.99,0.01,0,0,0,0,0,0,0,0,0.68,0.29,0.025,0.005,0,0,0,0,0,0,0.095,0.54,0.26,0.08,0.025,0,0,0,0,0,-9.4351,-3.2575,-0.327605,42.8889,36.2963,43.3333,2.08258,1.51353,1.63222,0.194606,0.134766,0.146465,0.441142,0.367104,0.382707
"132","walking",0.99,0.01,0,0,0,0,0,0,0,0,0.665,0.285,0.05,0,0,0,0,0,0,0,0.075,0.53,0.27,0.095,0.03,0,0,0,0,0,-9.31874,-3.19393,-0.16275,40.4545,36.6038,40.2174,2.21508,1.51701,1.68997,0.19973,0.13339,0.151457,0.446912,0.365226,0.389174
"133","walking",0.99,0.01,0,0,0,0,0,0,0,0,0.635,0.325,0.04,0,0,0,0,0,0,0,0.08,0.54,0.24,0.13,0.01,0,0,0,0,0,-9.36031,-3.21498,-0.173691,39.7917,37.5,36.7925,2.10399,1.53762,1.6886,0.199231,0.133927,0.150318,0.446353,0.36596,0.387709
"134","walking",0.99,0.01,0,0,0,0,0,0,0,0,0.665,0.305,0.03,0,0,0,0,0,0,0,0.07,0.505,0.315,0.095,0.015,0,0,0,0,0,-9.41633,-3.24604,-0.156833,47.1795,38.2353,40.8511,2.22328,1.5181,1.58481,0.202343,0.132377,0.137963,0.449826,0.363836,0.371433
"135","walking",0.01,0.16,0.56,0.135,0.055,0.035,0.03,0.01,0.005,0,0,0,0.04,0.155,0.075,0.265,0.265,0.13,0.035,0.035,0.305,0.31,0.27,0.05,0.055,0.01,0,0,0,0,2.22887,9.40747,-0.992154,40.2128,42.8889,33.1579,2.17537,3.19948,2.63518,0.223084,0.289357,0.245009,0.472318,0.537919,0.494984
"136","walking",0.02,0.26,0.43,0.135,0.06,0.03,0.015,0.01,0.015,0.025,0.005,0.035,0.065,0.055,0.135,0.3,0.19,0.105,0.055,0.055,0.265,0.375,0.255,0.07,0.025,0.005,0,0.005,0,0,2.27779,9.16434,-1.04576,38.4,42.6667,33.1034,2.84078,3.61458,2.43943,0.303843,0.338728,0.244058,0.55122,0.582003,0.494022
"137","walking",0.005,0.235,0.455,0.165,0.05,0.045,0.02,0.025,0,0,0,0,0.065,0.125,0.075,0.27,0.28,0.135,0.005,0.045,0.33,0.23,0.305,0.095,0.03,0.01,0,0,0,0,2.16521,9.27305,-0.937701,44.0909,39.3617,30.6452,2.4159,3.18366,2.70418,0.239724,0.29383,0.244242,0.489616,0.54206,0.494209
"138","walking",0.01,0.25,0.44,0.155,0.065,0.01,0.015,0.025,0.015,0.015,0,0.015,0.1,0.09,0.055,0.25,0.27,0.145,0.035,0.04,0.255,0.31,0.285,0.09,0.045,0.01,0,0,0.005,0,2.2656,9.34321,-0.607149,38.75,39.5918,31.7742,2.79599,3.4923,2.70548,0.288226,0.315749,0.256331,0.536867,0.561915,0.506291
"139","walking",0,0.26,0.415,0.16,0.08,0.04,0.025,0.015,0.005,0,0,0,0.09,0.085,0.075,0.265,0.3,0.145,0.005,0.035,0.275,0.265,0.33,0.05,0.065,0.015,0,0,0,0,2.1668,9.28787,-0.714837,36.7308,41.9149,32.3729,2.47614,3.24443,2.77749,0.239586,0.29551,0.262521,0.489475,0.543608,0.512368
"140","walking",0.01,0.195,0.52,0.1,0.08,0.055,0.02,0.015,0.005,0,0,0,0.09,0.09,0.065,0.3,0.26,0.145,0.02,0.03,0.31,0.245,0.31,0.08,0.055,0,0,0,0,0,2.21085,9.30252,-0.840221,37.6471,43.5556,31.4516,2.40455,3.16931,2.72122,0.238672,0.288925,0.24638,0.488541,0.537518,0.496367
"141","walking",0.015,0.205,0.49,0.125,0.085,0.02,0.02,0.025,0.01,0.005,0,0.005,0.095,0.07,0.085,0.285,0.275,0.135,0.01,0.04,0.29,0.32,0.255,0.08,0.05,0.005,0,0,0,0,2.36467,9.26866,-0.848652,38.4,40.8333,34.9091,2.53373,3.22871,2.66566,0.258227,0.295836,0.243607,0.50816,0.543908,0.493566
"142","walking",0.01,0.235,0.435,0.14,0.11,0.02,0.02,0.02,0.01,0,0,0.01,0.105,0.06,0.065,0.265,0.3,0.145,0.02,0.03,0.29,0.335,0.24,0.065,0.06,0.01,0,0,0,0,2.26336,9.31104,-0.934523,39.1667,40,32.8333,2.52386,3.29577,2.71583,0.246161,0.301672,0.25389,0.496146,0.549247,0.503875
"143","walking",0.005,0.26,0.45,0.135,0.08,0.015,0.02,0.035,0,0,0,0,0.105,0.09,0.055,0.265,0.295,0.135,0.02,0.035,0.31,0.255,0.31,0.065,0.055,0.005,0,0,0,0,2.16239,9.293,-0.842322,41.7778,41.9565,31.2698,2.41054,3.26712,2.68304,0.242392,0.296702,0.245218,0.492333,0.544704,0.495195
"144","walking",0.005,0.22,0.47,0.135,0.085,0.04,0.015,0.015,0.015,0,0,0.01,0.085,0.095,0.07,0.29,0.25,0.155,0,0.045,0.295,0.28,0.245,0.14,0.035,0,0.005,0,0,0,2.28084,9.2824,-0.833248,41.9565,37.5,31.9672,2.61052,3.32289,2.79763,0.252383,0.301441,0.249952,0.502378,0.549036,0.499952
"145","walking",0.005,0.21,0.49,0.13,0.095,0.025,0.015,0.005,0.025,0,0,0,0.09,0.095,0.09,0.275,0.27,0.135,0.02,0.025,0.31,0.27,0.29,0.07,0.05,0,0.01,0,0,0,2.24156,9.22207,-0.832503,40.2083,42.3913,31.6393,2.44024,3.21309,2.84813,0.24927,0.290495,0.266363,0.49927,0.538976,0.516104
"146","walking",0.005,0.2,0.495,0.16,0.04,0.055,0.02,0.005,0.02,0,0,0,0.085,0.09,0.07,0.28,0.295,0.115,0.025,0.04,0.29,0.28,0.305,0.085,0.04,0,0,0,0,0,2.36555,9.36005,-0.850905,41.7391,37.8431,35.0909,2.4716,3.13279,2.59914,0.248208,0.291638,0.231172,0.498205,0.540035,0.480803
"147","walking",0,0.23,0.475,0.15,0.055,0.035,0.02,0.015,0.02,0,0,0,0.1,0.095,0.07,0.28,0.29,0.11,0.01,0.045,0.29,0.27,0.305,0.095,0.025,0.015,0,0,0,0,2.27875,9.27041,-0.812553,38.2,42.1739,30.3125,2.47117,3.28457,2.61188,0.255042,0.301316,0.234833,0.505017,0.548923,0.484596
"148","walking",0,0.19,0.525,0.155,0.05,0.025,0.035,0.01,0.005,0.005,0,0,0.07,0.115,0.1,0.275,0.24,0.125,0.04,0.035,0.29,0.315,0.29,0.07,0.035,0,0,0,0,0,2.2131,9.20334,-1.00389,35.6604,39.5833,33.7931,2.15635,3.27665,2.58441,0.227903,0.297888,0.237185,0.477392,0.545791,0.487017
